x1,x2,target
-0.5591142952670909,-0.264779952933091,1
0.7166553258550383,0.32008536839642865,1
0.8371753275484797,-0.1648348415356682,1
-0.6078113629992008,0.533131303324138,1
0.1407021189464024,-0.27054022625725827,0
-0.8511298567001266,-0.27423915201059135,1
-0.5001137328474892,-0.43043310205752294,1
-0.11440347949420948,0.19937385372959793,0
-0.09572976126890054,0.6851497743002049,1
-0.00586049323050486,0.6038592957703011,1
0.3104886429102576,-0.08675581262765353,0
0.31711137547836965,0.22487340845853732,0
0.17005522666157802,-0.3174306223828789,0
0.04068799650999244,0.8100274234644733,1
-0.8263685146846556,0.5366535110854256,1
0.7446192385892403,0.12072838873824754,1
0.13608859343116486,-0.4179070847178843,0
-0.10143183925002153,-0.7442062251757828,1
-0.8391196878063198,-0.40147831796685685,1
-0.03639234015050574,-0.12047906023588739,0
-0.22989727294198326,-0.3853328819268935,0
0.18580253388381007,0.1223171151631588,0
0.21715794723719672,0.21400092832641282,0
0.1402640213065176,-0.32205590852047417,0
0.14028814663777056,0.0018295430077153174,0
0.33689886070318065,0.9314276374021071,1
-0.07031809086844643,-0.24473329002173938,0
0.9018243577993428,-0.0812712407886047,1
0.08088983328372423,-0.20254318000570426,0
-0.7776627586559299,-0.3553030913402806,1
-0.056304489850996786,0.43809141811005126,0
0.047565294400042646,0.050324008263816555,0
0.18702104391840813,0.22767764715555838,0
0.06028473162844539,-0.044148052969501084,0
0.83169479293589,-0.3634259110884297,1
-0.10933221678378091,-0.3587918566892596,0
0.17479010783945248,0.1621262294916952,0
-0.5604440176001735,0.7902482365634511,1
0.7910934773916263,0.5368700731841913,1
0.09637684050354434,0.7110878050578318,1
0.21175521561288257,-0.8398631409059953,1
0.4806420154820805,0.08595730445029193,0
-0.1734025405658266,0.9207960009257778,1
-0.9428166289440421,-0.0548879712576027,1
-0.2795902020183971,0.30119246057225624,0
-0.018224273572970517,0.4311611358373735,0
0.4943430218121567,-0.8011517237208312,1
-0.10770098528742822,0.3178776511791275,0
-0.7600151673151927,-0.3879926450351867,1
0.0266368341330665,0.41675902797615927,0
0.06518827842930208,-0.18980051712450074,0
0.8046015987234774,0.4509928990849399,1
0.4832604950155541,0.5271996297744999,1
0.0757780640794321,0.16938318099384886,0
-0.17347299742693467,0.6499096744621775,1
0.04477409529668175,-0.04779732289265537,0
0.12451504340195574,0.09357174608025165,0
-0.6333538650332204,-0.5532743191916694,1
-0.7070665863591565,-0.5938106534942167,1
-0.3516200026050629,0.13694032614669638,0
0.2781092239257541,0.09584887315610957,0
-0.4699177918366315,0.3816850829697054,1
0.25580923732252003,0.04408900720886444,0
0.276117328354204,-0.24577998948361013,0
-0.323257942026284,-0.7849309665191719,1
0.019911246359518575,-0.9129985392135878,1
0.6196410019781964,-0.5330954609591696,1
-0.2889394630930229,-0.9181506053102388,1
-0.25271375029215815,0.7550867389979841,1
0.2196267171978219,0.3787490371432125,0
0.269793192254175,0.2826317421380913,0
0.35826688788532457,-0.3454392306395273,0
-0.5595646602872533,-0.613069707873499,1
0.31901301546297667,-0.12150469436941291,0
-0.9196906827232787,0.13785502522392923,1
-0.6355872182740585,0.014740205386338356,1
0.10659802362669724,0.2649014104019063,0
-0.4447613262480583,-0.7395356829857662,1
0.4507293247264439,0.0555875955474332,0
0.43842169262242714,-0.053487710266618915,0
-0.03679043447360386,0.3462985600435773,0
0.34648399459055,0.010588341061350759,0
0.9439681839283314,0.1689084322127885,1
0.13863577307310448,0.41754946759876166,0
0.5318639309913074,0.4647489014107873,1
0.3581002859421103,-0.09702832809994866,0
0.05445776492061927,-0.03196889981816087,0
-0.280642355317938,-0.2936050008385167,0
-0.6051656961205556,0.7142979732203747,1
0.5946358689410867,-0.5177565650161247,1
-0.3052459046462195,-0.7209758657277976,1
-0.06584623135380618,-0.2679248581250484,0
0.08065858556042871,-0.319255144278346,0
0.8339630733775489,0.34021566848643925,1
0.7011574268844676,-0.3651712418157418,1
-0.1495230979859674,0.32245907516724803,0
-0.24221093399801696,0.7656312178334708,1
0.1309936348872398,-0.2862411695976721,0
-0.3060091389663624,-0.1560059943176919,0
-0.34089058992025123,0.7444164451544661,1
-0.31444769665323635,0.09592903335947978,0
-0.23783968229407182,-0.15300084625744637,0
0.471747117604705,-0.01614670361381343,0
-0.398038730548391,0.1730005203091527,0
