x1,x2,x3,target
0.7356019966247742,0.13190790975026512,0.2534456718549738,1
0.35763405407747384,-0.014695521931149758,0.07649241104473292,0
0.18466407494761006,0.11671806900813486,0.027354417889285942,0
0.06570816377460509,-0.0016488287504581312,0.18975845624505627,0
0.7932022470743036,-0.421900249739098,0.11580850750611682,1
-0.11141944423453798,-0.3189461936933009,0.258077353638829,0
-0.16552779319531807,-0.18180043939208868,-0.2100171633760839,0
0.8909565056695843,-0.20204635055586784,-0.27477700415198925,1
-0.012800864589650907,0.14385664333530568,0.22836952011688916,0
-0.10525537099923721,-0.2533331117906463,-0.18192592628547843,0
-0.19954372993442449,-0.5998220618723415,0.38778143887371574,1
0.3674054513471219,-0.34660867649597904,0.5693290885969173,1
-0.20984007096181356,0.04051874007747469,-0.3579050723664803,0
0.07090814051718142,-0.2883342507883653,-0.2188934835477614,0
0.5997922320451332,-0.3133556834746245,-0.13214858574494603,1
0.29803939817531133,0.017740608938145108,-0.39017987296837475,0
-0.48945224239307206,0.3513587511774683,0.22704572054883987,1
-0.06124498240806542,0.30069820617174603,0.2374161537070818,0
-0.3086968304535638,0.05354538416030463,0.34605991485263665,0
-0.4672523605347054,0.4918215889129365,-0.5556049921737689,1
0.20586396955850983,0.32766655407949075,-0.2570853376279918,0
0.690184908464869,0.28323117416175436,0.11825171214916597,1
-0.5597953080410141,0.009586742172875917,0.6012562784485262,1
0.660228209636414,0.5048844016578826,0.52452263619043,1
0.8318986706952503,0.04557623616826478,0.003507519776923429,1
-0.43679464782757704,-0.2500564266692564,-0.5295529007967175,1
-0.018786544562726437,0.2991881858451817,-0.15300258591954297,0
0.7807213371504722,0.11261467147507087,0.18899178844563402,1
-0.16640430969290865,-0.28729879437459416,-0.07025624375121908,0
0.415919278137854,0.0969373737974264,-0.42195883376133536,1
-0.2966875445231092,0.061260378267987914,-0.7392386992417073,1
0.3346012102173661,-0.5282474097399026,-0.6363210889075703,1
0.2644877282190805,0.17784014355384103,-0.20209221365667807,0
0.14974042884486205,0.27229444173782635,-0.2606360617671686,0
-0.5016413060741716,0.3923924074654601,-0.522290203035928,1
0.8746302410849676,-0.2968770314138056,-0.041853723296180645,1
-0.09758813673701083,-0.024039194263678176,-0.1102802595271628,0
-0.06540640527316688,-0.7900260170595812,-0.26625608316448224,1
-0.019578293692446902,-0.36060770110653584,0.2067896125642512,0
0.1672086928978498,0.7501127057049453,0.32847371396678526,1
0.301970639530321,-0.15629930648552515,-0.2634805356972987,0
-0.6289373714798789,-0.2742440172190259,0.3536661486704087,1
-0.6977362230997883,-0.5981228680214656,0.3894901554784731,1
0.04540302143143449,0.24681828308288756,-0.19238627854910506,0
-0.13296109766878028,0.04791856996696797,-0.11014967956188149,0
